SessionId,ItemId,Time
3928,3,111110400
3928,1,171763200
3928,7,217640572
3929,1,69465600
3929,2,159926400
3929,3,161136000
3929,6,208557565
3929,7,208557565
3930,2,157939200
3930,3,158716800
3930,7,211917582
3930,6,211917582
3930,4,216604800
3930,5,222566400
3931,2,157939200
3931,3,158716800
3931,7,211917582
3931,6,211917582
3931,4,216604800
3931,5,222566400
3932,2,157939200
3932,3,158716800
3932,7,211917582
3932,6,211917582
3932,4,216604800
3932,5,222566400
3933,2,148780800
3933,3,184723200
3933,7,210632889
3933,6,210632889
3934,2,151718400
3934,7,208625254
3934,6,208625254
3934,3,209088000
3934,1,216172800
3935,2,104976000
3935,3,109900800
3935,4,217900800
3935,5,220233600
3936,2,137721600
3936,3,137808000
3936,6,208747435
3936,7,208747435
3937,2,119232000
3937,3,197424000
3937,7,208537795
3937,6,208537795
3937,1,218851200
3938,1,179452800
3938,10,211521600
3938,10,211536000
3938,10,211546800
3938,10,211550400
3938,10,217641600
3939,2,150163200
3939,3,171676800
3939,6,208640957
3939,7,208640957
3940,2,84499200
3940,3,84758400
3940,7,209115153
3940,6,209115153
3941,2,87696000
3941,3,92620800
3941,6,219469156
3941,7,219469156
3942,2,87696000
3942,3,92620800
3942,7,219469156
3942,6,219469156
3943,2,87696000
3943,3,92620800
3943,6,219469156
3943,7,219469156
3944,2,87696000
3944,3,92620800
3944,6,219469156
3944,7,219469156
3945,2,87696000
3945,3,92620800
3945,6,219469156
3945,7,219469156
3946,2,87696000
3946,3,92620800
3946,6,219469156
3946,7,219469156
3947,2,87696000
3947,3,92620800
3947,6,219469156
3947,7,219469156
3948,2,87696000
3948,3,92620800
3948,7,219469156
3948,6,219469156
3949,2,87696000
3949,3,92620800
3949,6,219469156
3949,7,219469156
3950,2,87696000
3950,3,92620800
3950,7,219469156
3950,6,219469156
3951,2,87696000
3951,3,92620800
3951,7,219469156
3951,6,219469156
3952,2,144201600
3952,3,158976000
3952,6,210290148
3952,7,210290148
3953,2,105580800
3953,3,107913600
3953,10,196848000
3953,10,206661600
3954,2,191289600
3954,10,196891200
3954,3,208310400
3954,10,211572000
3955,2,148003200
3955,3,199584000
3955,6,208823594
3955,7,208823594
3956,1,11491200
3956,2,119923200
3956,3,161049600
3956,6,208533211
3956,7,208533211
3957,2,139363200
3957,3,168307200
3957,4,218419200
3957,5,220147200
3958,2,140745600
3958,3,207878400
3958,6,209827019
3958,7,209827019
3959,2,111801600
3959,3,115344000
3959,10,210330000
3959,10,210463200
3959,10,211528800
3959,10,211532400
3959,10,211539600
3959,10,211539600
3960,1,141955200
3960,7,210936120
3960,6,210936120
3960,4,214099200
3960,5,215308800
3961,2,129859200
3961,3,130723200
3961,10,211550400
3961,10,211557600
3962,2,142560000
3962,3,173923200
3962,7,211069120
3962,6,211069120
3963,2,142560000
3963,3,173923200
3963,6,211069120
3963,7,211069120
3964,2,142560000
3964,3,173923200
3964,6,211069120
3964,7,211069120
3965,1,131673600
3965,2,183168000
3965,4,223171200
3965,5,225763200
3966,2,120873600
3966,3,164937600
3966,6,208586775
3966,7,208586775
3967,2,119404800
3967,3,132537600
3967,7,208621547
3967,6,208621547
3968,2,138326400
3968,7,208469652
3968,6,208469652
3968,3,217728000
3969,2,153964800
3969,3,154742400
3969,4,217468800
3969,5,219283200
3970,2,153100800
3970,10,196869600
3970,10,196869600
3970,10,196873200
3971,4,215136000
3971,2,215136000
3971,5,218592000
3971,3,218592000
3972,2,157766400
3972,3,195436800
3972,6,220571197
3972,7,220571197
3973,2,150336000
3973,3,152755200
3973,4,223603200
3973,5,225849600
3974,2,209001600
3974,3,213494400
3974,4,216345600
3974,5,218678400
3975,7,209307805
3975,4,210816000
3975,2,210816000
3975,5,215654400
3975,3,223948800
3976,2,143164800
3976,3,146880000
3976,6,203534715
3976,7,203534715
3976,4,222825600
3976,5,224380800
3977,2,143164800
3977,3,146880000
3977,7,203534715
3977,6,203534715
3977,4,222825600
3977,5,224380800
3978,2,143164800
3978,3,146880000
3978,7,203534715
3978,6,203534715
3978,4,222825600
3978,5,224380800
3979,2,143164800
3979,3,146880000
3979,7,203534715
3979,6,203534715
3979,4,222825600
3979,5,224380800
3980,2,143164800
3980,3,146880000
3980,7,203534715
3980,6,203534715
3980,4,222825600
3980,5,224380800
3981,2,143164800
3981,3,146880000
3981,7,203534715
3981,6,203534715
3981,4,222825600
3981,5,224380800
3982,2,143164800
3982,3,146880000
3982,6,203534715
3982,7,203534715
3982,4,222825600
3982,5,224380800
3983,2,143164800
3983,3,146880000
3983,6,203534715
3983,7,203534715
3983,4,222825600
3983,5,224380800
3984,2,143164800
3984,3,146880000
3984,6,203534715
3984,7,203534715
3984,4,222825600
3984,5,224380800
3985,10,210441600
3985,10,210448800
3985,4,217555200
3985,5,219110400
3986,4,222912000
3986,2,222912000
3986,5,224553600
3986,3,224553600
3987,10,196898400
3987,10,211550400
3987,10,211568400
3987,10,211582800
3988,2,122169600
3988,3,150595200
3988,6,208770349
3988,7,208770349
3989,2,140572800
3989,3,205286400
3989,7,208916736
3989,6,208916736
3990,2,140572800
3990,3,205286400
3990,6,208916736
3990,7,208916736
3991,2,142473600
3991,3,145065600
3991,1,158457600
3991,7,203077534
3991,6,203077534
3992,2,142473600
3992,3,145065600
3992,1,158457600
3992,7,203077534
3992,6,203077534
3993,2,142473600
3993,3,145065600
3993,1,158457600
3993,6,203077534
3993,7,203077534
3994,2,142473600
3994,3,145065600
3994,1,158457600
3994,6,203077534
3994,7,203077534
3995,2,142473600
3995,3,145065600
3995,1,158457600
3995,6,203077534
3995,7,203077534
3996,2,155174400
3996,3,160099200
3996,7,208554619
3996,6,208554619
3997,4,225504000
3997,2,225504000
3997,5,227232000
3997,3,227232000
3998,2,120268800
3998,6,208442151
3998,7,208442151
3998,3,222393600
3999,2,147484800
3999,3,198201600
3999,7,208637852
3999,6,208637852
4000,2,147484800
4000,3,198201600
4000,6,208637852
4000,7,208637852
4001,2,147484800
4001,3,198201600
4001,6,208637852
4001,7,208637852
4002,2,147484800
4002,3,198201600
4002,6,208637852
4002,7,208637852
4003,2,147484800
4003,3,198201600
4003,6,208637852
4003,7,208637852
4004,2,147484800
4004,3,198201600
4004,6,208637852
4004,7,208637852
4005,2,180230400
4005,3,195004800
4005,6,202444847
4005,7,202444847
4006,2,180230400
4006,3,195004800
4006,6,202444847
4006,7,202444847
4007,2,180230400
4007,3,195004800
4007,7,202444847
4007,6,202444847
4008,2,177033600
4008,3,191030400
4008,7,208487142
4008,6,208487142
4009,2,163555200
4009,3,165196800
4009,6,208435139
4009,7,208435139
4010,1,49507200
4010,2,138499200
4010,3,142387200
4010,10,217641600
4011,10,210416400
4011,10,210423600
4011,10,210430800
4011,10,210438000
4012,2,148780800
4012,3,150336000
4012,7,208829868
4012,6,208829868
4012,1,227145600
4013,10,210297600
4013,10,211528800
4013,10,211554000
4013,10,211561200
4013,10,211564800
4013,10,211579200
4013,10,211582800
4014,2,113529600
4014,3,144201600
4014,4,220320000
4014,5,222912000
4015,2,134092800
4015,3,165974400
4015,4,218332800
4015,5,220665600
4016,2,181267200
4016,3,197942400
4016,6,208554538
4016,7,208554538
4017,2,126057600
4017,1,202435200
4017,3,202435200
4017,6,210561444
4017,7,210561444
4018,2,170121600
4018,3,185328000
4018,10,196894800
4018,10,217666800
4019,1,174096000
4019,7,210033619
4019,6,210033619
4019,10,211539600
4020,2,124502400
4020,3,127094400
4020,1,182908800
4020,7,225491569
4021,2,144892800
4021,3,176169600
4021,7,208995895
4021,6,208995895
4022,2,101520000
4022,3,103248000
4022,1,193968000
4022,6,221815270
4023,2,101520000
4023,3,103248000
4023,1,193968000
4023,6,221815270
4024,2,101520000
4024,3,103248000
4024,1,193968000
4024,6,221815270
4025,2,101520000
4025,3,103248000
4025,1,193968000
4025,6,221815270
4026,1,4579200
4026,2,106963200
4026,3,135907200
4026,10,217710000
4027,6,203706015
4027,7,203706015
4027,2,209174400
4027,3,226108800
4028,7,203706015
4028,6,203706015
4028,2,209174400
4028,3,226108800
4029,6,203706015
4029,7,203706015
4029,2,209174400
4029,3,226108800
4030,6,203706015
4030,7,203706015
4030,2,209174400
4030,3,226108800
4031,7,203706015
4031,6,203706015
4031,2,209174400
4031,3,226108800
4032,7,203706015
4032,6,203706015
4032,2,209174400
4032,3,226108800
4033,1,68083200
4033,3,201657600
4033,2,201657600
4033,7,205634494
4034,2,106012800
4034,3,173577600
4034,6,209499878
4034,7,209499878
4035,2,106012800
4035,3,173577600
4035,6,209499878
4035,7,209499878
4036,2,106012800
4036,3,173577600
4036,6,209499878
4036,7,209499878
4037,2,106012800
4037,3,173577600
4037,7,209499878
4037,6,209499878
4038,2,106012800
4038,3,173577600
4038,6,209499878
4038,7,209499878
4039,2,106012800
4039,3,173577600
4039,7,209499878
4039,6,209499878
4040,2,106012800
4040,3,173577600
4040,7,209499878
4040,6,209499878
4041,2,106012800
4041,3,173577600
4041,7,209499878
4041,6,209499878
4042,2,106012800
4042,3,173577600
4042,7,209499878
4042,6,209499878
4043,2,106012800
4043,3,173577600
4043,7,209499878
4043,6,209499878
4044,2,106012800
4044,3,173577600
4044,7,209499878
4044,6,209499878
4045,2,106012800
4045,3,173577600
4045,7,209499878
4045,6,209499878
4046,2,120009600
4046,3,196473600
4046,4,218332800
4046,5,222480000
4047,11,200318400
4047,11,211496400
4047,11,212774400
4047,11,212792400
4048,2,133574400
4048,3,172195200
4048,6,209205239
4048,7,209205239
4049,2,172454400
4049,3,189648000
4049,7,208475224
4049,6,208475224
4050,2,91497600
4050,3,96163200
4050,7,212521033
4050,6,212521033
4051,2,91497600
4051,3,96163200
4051,7,212521033
4051,6,212521033
4052,2,163728000
4052,1,200361600
4052,7,209395584
4052,6,209395584
4053,2,163728000
4053,1,200361600
4053,7,209395584
4053,6,209395584
4054,2,163728000
4054,1,200361600
4054,7,209395584
4054,6,209395584
4055,2,163728000
4055,1,200361600
4055,7,209395584
4055,6,209395584
4056,2,163728000
4056,1,200361600
4056,7,209395584
4056,6,209395584
4057,2,148089600
4057,3,150422400
4057,7,208211995
4057,6,208211995
4058,2,148089600
4058,3,150422400
4058,6,208211995
4058,7,208211995
4059,2,148089600
4059,3,150422400
4059,6,208211995
4059,7,208211995
4060,2,141004800
4060,3,176860800
4060,10,210384000
4060,10,210452400
4061,2,144979200
4061,3,146707200
4061,6,218182785
4061,7,218182785
4062,2,144979200
4062,3,146707200
4062,7,218182785
4062,6,218182785
4063,2,170208000
4063,3,189820800
4063,6,208482618
4063,7,208482618
4064,2,138844800
4064,1,203990400
4064,7,208482710
4064,6,208482710
4065,2,128649600
4065,3,159408000
4065,10,216302400
4065,10,216302400
4066,2,147830400
4066,3,173491200
4066,6,209248505
4066,7,209248505
4067,1,27820800
4067,10,196848000
4067,2,202521600
4067,3,221356800
4068,2,149904000
4068,3,156038400
4068,1,200620800
4068,6,205546092
4069,2,149904000
4069,3,156038400
4069,1,200620800
4069,6,205546092
4070,2,149904000
4070,3,156038400
4070,1,200620800
4070,6,205546092
4071,2,149904000
4071,3,156038400
4071,1,200620800
4071,6,205546092
4072,2,149904000
4072,3,156038400
4072,1,200620800
4072,6,205546092
4073,2,149904000
4073,3,156038400
4073,1,200620800
4073,6,205546092
4074,2,149904000
4074,3,156038400
4074,1,200620800
4074,6,205546092
4075,2,149904000
4075,3,156038400
4075,1,200620800
4075,6,205546092
4076,2,149904000
4076,3,156038400
4076,1,200620800
4076,6,205546092
4077,2,149904000
4077,3,156038400
4077,1,200620800
4077,6,205546092
4078,2,149904000
4078,3,156038400
4078,1,200620800
4078,6,205546092
4079,2,149904000
4079,3,156038400
4079,1,200620800
4079,6,205546092
4080,2,149904000
4080,3,156038400
4080,1,200620800
4080,6,205546092
4081,2,149904000
4081,3,156038400
4081,1,200620800
4081,6,205546092
4082,2,149904000
4082,3,156038400
4082,1,200620800
4082,6,205546092
4083,2,149904000
4083,3,156038400
4083,1,200620800
4083,6,205546092
4084,2,149904000
4084,3,156038400
4084,1,200620800
4084,6,205546092
4085,2,149904000
4085,3,156038400
4085,1,200620800
4085,6,205546092
4086,2,149904000
4086,3,156038400
4086,1,200620800
4086,6,205546092
4087,2,159580800
4087,3,161568000
4087,1,206841600
4087,6,208572216
4087,7,208572216
4088,2,186278400
4088,3,190252800
4088,6,203546454
4088,7,203546454
4089,2,186278400
4089,3,190252800
4089,7,203546454
4089,6,203546454
4090,2,186278400
4090,3,190252800
4090,6,203546454
4090,7,203546454
4091,2,186278400
4091,3,190252800
4091,6,203546454
4091,7,203546454
4092,2,194486400
4092,3,203299200
4092,6,208641897
4092,7,208641897
4092,9,211197600
4093,2,155433600
4093,3,156297600
4093,7,209212610
4093,6,209212610
4093,1,223603200
4094,2,123206400
4094,3,145324800
4094,7,208139356
4094,6,208139356
4095,2,132192000
4095,3,140140800
4095,7,202662849
4095,6,202662849
4096,2,132192000
4096,3,140140800
4096,7,202662849
4096,6,202662849
4097,2,132192000
4097,3,140140800
4097,6,202662849
4097,7,202662849
4098,2,132192000
4098,3,140140800
4098,7,202662849
4098,6,202662849
4099,2,132192000
4099,3,140140800
4099,6,202662849
4099,7,202662849
4100,2,158803200
4100,3,161136000
4100,10,211568400
4100,10,211582800
4100,10,211590000
4100,10,211590000
4101,2,179107200
4101,3,192585600
4101,10,208951200
4101,7,216328112
4101,6,216328112
4102,6,209811582
4102,7,209811582
4102,10,210322800
4102,10,210344400
4103,6,209811582
4103,7,209811582
4103,10,210322800
4103,10,210344400
4104,6,209811582
4104,7,209811582
4104,10,210322800
4104,10,210344400
4105,6,209811582
4105,7,209811582
4105,10,210322800
4105,10,210344400
4106,7,209811582
4106,6,209811582
4106,10,210322800
4106,10,210344400
4107,2,154396800
4107,1,166060800
4107,6,207068535
4107,7,207068535
4108,2,154396800
4108,1,166060800
4108,6,207068535
4108,7,207068535
4109,1,7689600
4109,2,165024000
4109,3,174182400
4109,10,196873200
4110,2,93571200
4110,3,121651200
4110,1,194918400
4110,7,208818412
4110,6,208818412
4111,2,137462400
4111,10,196876800
4111,7,216161793
4111,6,216161793
4112,2,161481600
4112,7,208996038
4112,6,208996038
4112,4,219974400
4113,2,155260800
4113,3,158112000
4113,1,159667200
4113,7,208604551
4113,6,208604551
4114,2,155260800
4114,3,158112000
4114,1,159667200
4114,6,208604551
4114,7,208604551
4115,2,200793600
4115,6,208559427
4115,7,208559427
4115,3,213667200
4116,2,144806400
4116,1,163123200
4116,3,163382400
4116,6,209350783
4116,7,209350783
4117,6,208992863
4117,7,208992863
4117,4,218332800
4117,5,220752000
4118,2,221356800
4118,4,221356800
4118,5,224121600
4118,3,224121600
4119,2,151113600
4119,3,156470400
4119,6,209159244
4119,7,209159244
4120,2,137721600
4120,3,139536000
4120,6,208555669
4120,7,208555669
4121,1,11750400
4121,2,153360000
4121,3,155952000
4121,10,210445200
4122,2,142300800
4122,10,208288800
4122,6,214185624
4122,7,214185624
4123,2,142300800
4123,10,208288800
4123,6,214185624
4123,7,214185624
4124,2,178848000
4124,3,195868800
4124,6,208545988
4124,7,208545988
4125,1,52012800
4125,2,158457600
4125,3,200102400
4125,7,202228467
4126,2,183945600
4126,3,199670400
4126,6,208467476
4126,7,208467476
4127,2,183945600
4127,3,199670400
4127,7,208467476
4127,6,208467476
4128,2,183945600
4128,3,199670400
4128,7,208467476
4128,6,208467476
4129,1,39571200
4129,2,114912000
4129,3,144374400
4129,10,217710000
4129,10,217710000
4130,1,153273600
4130,6,208461403
4130,7,208461403
4130,2,225072000
4131,4,215049600
4131,2,215049600
4131,3,215481600
4131,5,215481600
4132,2,84931200
4132,3,87523200
4132,1,163728000
4132,7,208466325
4132,6,208466325
4133,2,149731200
4133,1,177033600
4133,6,208457102
4133,7,208457102
4134,7,208663853
4134,6,208663853
4134,3,210124800
4134,2,210124800
4134,1,225072000
4135,2,161222400
4135,3,194313600
4135,1,199843200
4135,10,210423600
4136,2,138499200
4136,3,147830400
4136,6,208994191
4136,7,208994191
4137,2,138499200
4137,3,147830400
4137,6,208994191
4137,7,208994191
4138,2,142732800
4138,1,145843200
4138,3,186364800
4138,6,207521787
4138,7,207521787
4139,2,142732800
4139,1,145843200
4139,3,186364800
4139,7,207521787
4139,6,207521787
4140,2,154483200
4140,3,161913600
4140,1,198806400
4140,6,208712601
4140,7,208712601
4141,2,140572800
4141,1,173404800
4141,6,202585151
4141,7,202585151
4141,3,203040000
4142,2,88732800
4142,3,91324800
4142,6,208563171
4142,7,208563171
4143,2,151459200
4143,3,204422400
4143,4,222912000
4143,5,224208000
4144,1,17971200
4144,2,126144000
4144,3,157939200
4144,6,213534285
4145,1,17971200
4145,2,126144000
4145,3,157939200
4145,6,213534285
4146,1,17971200
4146,2,126144000
4146,3,157939200
4146,6,213534285
4147,1,17971200
4147,2,126144000
4147,3,157939200
4147,6,213534285
4148,1,17971200
4148,2,126144000
4148,3,157939200
4148,6,213534285
4149,1,17971200
4149,2,126144000
4149,3,157939200
4149,6,213534285
4150,1,17971200
4150,2,126144000
4150,3,157939200
4150,6,213534285
4151,2,122083200
4151,3,139449600
4151,6,213876340
4151,7,213876340
4152,2,160358400
4152,3,160531200
4152,6,208615806
4152,7,208615806
4153,1,33696000
4153,2,101174400
4153,3,103593600
4153,7,208999758
4153,6,208999758
4154,2,120787200
4154,3,137289600
4154,1,208224000
4154,4,219024000
4154,5,222825600
4155,2,140745600
4155,3,143856000
4155,7,202414103
4155,6,202414103
4156,2,221788800
4156,4,221788800
4156,3,224208000
4156,5,224208000
4157,2,109382400
4157,3,149299200
4157,4,213408000
4157,5,218160000
4158,2,111715200
4158,3,142992000
4158,6,203763930
4158,7,203763930
4159,2,109296000
4159,3,141436800
4159,6,205362580
4159,10,210427200
4160,2,109296000
4160,3,141436800
4160,6,205362580
4160,10,210427200
4161,2,109296000
4161,3,141436800
4161,6,205362580
4161,10,210427200
4162,2,109296000
4162,3,141436800
4162,6,205362580
4162,10,210427200
4163,2,109296000
4163,3,141436800
4163,6,205362580
4163,10,210427200
4164,2,109296000
4164,3,141436800
4164,6,205362580
4164,10,210427200
4165,2,109296000
4165,3,141436800
4165,6,205362580
4165,10,210427200
4166,2,109296000
4166,3,141436800
4166,6,205362580
4166,10,210427200
4167,2,109296000
4167,3,141436800
4167,6,205362580
4167,10,210427200
4168,2,109296000
4168,3,141436800
4168,6,205362580
4168,10,210427200
4169,2,120096000
4169,3,125798400
4169,6,205515958
4169,7,205515958
4170,2,120096000
4170,3,125798400
4170,7,205515958
4170,6,205515958
4171,2,156643200
4171,3,162777600
4171,10,208224000
4171,1,217036800
4172,7,209135056
4172,6,209135056
4172,10,211546800
4172,1,226800000
4173,2,125884800
4173,3,162259200
4173,7,215661055
4173,6,215661055
4173,4,226886400
4174,2,125884800
4174,3,162259200
4174,7,215661055
4174,6,215661055
4174,4,226886400
4175,2,125884800
4175,3,162259200
4175,7,215661055
4175,6,215661055
4175,4,226886400
4176,2,125884800
4176,3,162259200
4176,7,215661055
4176,6,215661055
4176,4,226886400
4177,2,125884800
4177,3,162259200
4177,7,215661055
4177,6,215661055
4177,4,226886400
4178,2,125884800
4178,3,162259200
4178,7,215661055
4178,6,215661055
4178,4,226886400
4179,2,125884800
4179,3,162259200
4179,7,215661055
4179,6,215661055
4179,4,226886400
4180,2,125884800
4180,3,162259200
4180,7,215661055
4180,6,215661055
4180,4,226886400
4181,2,125884800
4181,3,162259200
4181,7,215661055
4181,6,215661055
4181,4,226886400
4182,2,125884800
4182,3,162259200
4182,7,215661055
4182,6,215661055
4182,4,226886400
4183,2,125884800
4183,3,162259200
4183,7,215661055
4183,6,215661055
4183,4,226886400
4184,2,125884800
4184,3,162259200
4184,7,215661055
4184,6,215661055
4184,4,226886400
4185,2,125884800
4185,3,162259200
4185,6,215661055
4185,7,215661055
4185,4,226886400
4186,2,125884800
4186,3,162259200
4186,7,215661055
4186,6,215661055
4186,4,226886400
4187,2,125884800
4187,3,162259200
4187,7,215661055
4187,6,215661055
4187,4,226886400
4188,2,125884800
4188,3,162259200
4188,6,215661055
4188,7,215661055
4188,4,226886400
4189,2,125884800
4189,3,162259200
4189,7,215661055
4189,6,215661055
4189,4,226886400
4190,2,125884800
4190,3,162259200
4190,7,215661055
4190,6,215661055
4190,4,226886400
4191,2,125884800
4191,3,162259200
4191,6,215661055
4191,7,215661055
4191,4,226886400
4192,2,125884800
4192,3,162259200
4192,7,215661055
4192,6,215661055
4192,4,226886400
4193,2,125884800
4193,3,162259200
4193,6,215661055
4193,7,215661055
4193,4,226886400
4194,2,128390400
4194,3,131241600
4194,1,131241600
4194,4,219715200
4194,5,226713600
4195,2,160099200
4195,3,161308800
4195,7,208609446
4195,6,208609446
4196,2,112147200
4196,3,141350400
4196,6,212355943
4196,7,212355943
4197,2,112147200
4197,3,141350400
4197,6,212355943
4197,7,212355943
4198,2,142732800
4198,3,153187200
4198,6,208632381
4198,7,208632381
4199,2,139536000
4199,3,208137600
4199,7,208480592
4199,6,208480592
4200,2,136944000
4200,3,216086400
4200,7,216090675
4200,6,216090675
4201,2,112233600
4201,1,147571200
4201,6,208477797
4201,7,208477797
4201,3,226281600
4202,2,148953600
4202,6,208545911
4202,7,208545911
4202,1,216777600
4202,3,217123200
4203,2,139104000
4203,3,144115200
4203,4,221788800
4203,5,224985600
4204,2,111110400
4204,3,166492800
4204,10,211546800
4204,10,211554000
4205,2,156470400
4205,3,157507200
4205,7,209312907
4205,6,209312907
4206,2,156470400
4206,3,157507200
4206,7,209312907
4206,6,209312907
4207,2,156470400
4207,3,157507200
4207,7,209312907
4207,6,209312907
4208,2,156470400
4208,3,157507200
4208,6,209312907
4208,7,209312907
4209,2,156470400
4209,3,157507200
4209,6,209312907
4209,7,209312907
4210,2,156470400
4210,3,157507200
4210,7,209312907
4210,6,209312907
4211,2,85449600
4211,3,179366400
4211,6,202487924
4211,7,202487924
4212,2,85449600
4212,3,179366400
4212,6,202487924
4212,7,202487924
4213,2,85449600
4213,3,179366400
4213,7,202487924
4213,6,202487924
4214,2,87350400
4214,3,90115200
4214,6,215521785
4214,7,215521785
4215,2,192758400
4215,3,194659200
4215,7,205324848
4215,6,205324848
4216,2,192758400
4216,3,194659200
4216,6,205324848
4216,7,205324848
4217,2,192758400
4217,3,194659200
4217,7,205324848
4217,6,205324848
4218,2,192758400
4218,3,194659200
4218,7,205324848
4218,6,205324848
4219,2,192758400
4219,3,194659200
4219,7,205324848
4219,6,205324848
4220,2,192758400
4220,3,194659200
4220,6,205324848
4220,7,205324848
4221,2,192758400
4221,3,194659200
4221,7,205324848
4221,6,205324848
4222,2,192758400
4222,3,194659200
4222,7,205324848
4222,6,205324848
4223,2,121046400
4223,3,150768000
4223,6,215915684
4223,7,215915684
4224,2,110246400
4224,3,165369600
4224,1,174009600
4224,7,203941622
4224,6,203941622
4225,2,127094400
4225,6,208818147
4225,7,208818147
4225,10,210297600
4226,2,126230400
4226,1,204249600
4226,3,216172800
4226,7,221173921
4227,2,112492800
4227,3,145238400
4227,7,205118012
4227,6,205118012
4228,3,154656000
4228,2,154656000
4228,6,209071017
4228,7,209071017
4229,2,152582400
4229,7,208720462
4229,6,208720462
4229,3,216259200
4230,2,148348800
4230,1,159926400
4230,3,187401600
4230,7,211658181
4231,2,176256000
4231,3,183859200
4231,7,208473115
4231,6,208473115
4232,2,147744000
4232,7,211742673
4232,6,211742673
4232,3,218505600
4233,2,147225600
4233,1,161136000
4233,3,163209600
4233,6,214859047
4233,7,214859047
4234,2,85536000
4234,3,94953600
4234,7,208528174
4234,6,208528174
4235,2,164937600
4235,1,173923200
4235,6,201003370
4235,7,201003370
4236,2,138758400
4236,3,141350400
4236,6,208058255
4236,7,208058255
4237,2,138758400
4237,3,141350400
4237,6,208058255
4237,7,208058255
4238,2,138758400
4238,3,141350400
4238,6,208058255
4238,7,208058255
4239,2,138758400
4239,3,141350400
4239,7,208058255
4239,6,208058255
4240,2,138758400
4240,3,141350400
4240,6,208058255
4240,7,208058255
4241,2,138758400
4241,3,141350400
4241,7,208058255
4241,6,208058255
4242,2,138758400
4242,3,141350400
4242,7,208058255
4242,6,208058255
4243,2,138758400
4243,3,141350400
4243,7,208058255
4243,6,208058255
4244,2,138758400
4244,3,141350400
4244,6,208058255
4244,7,208058255
4245,2,138758400
4245,3,141350400
4245,6,208058255
4245,7,208058255
4246,2,145843200
4246,3,189993600
4246,7,209177211
4246,6,209177211
4247,2,179366400
4247,3,181699200
4247,10,211507200
4247,10,211536000
4247,10,211539600
4248,2,123897600
4248,3,205891200
4248,7,214437201
4248,6,214437201
4249,2,96595200
4249,3,98236800
4249,7,210298395
4249,6,210298395
4250,2,145065600
4250,6,208800610
4250,7,208800610
4250,3,216086400
4251,2,180057600
4251,1,186969600
4251,3,195091200
4251,6,208469136
4251,7,208469136
4251,10,217695600
4252,2,104889600
4252,4,209779200
4252,3,209779200
4252,1,209779200
4252,6,217199463
4253,2,104889600
4253,4,209779200
4253,3,209779200
4253,1,209779200
4253,6,217199463
4254,2,104889600
4254,4,209779200
4254,1,209779200
4254,3,209779200
4254,6,217199463
4255,2,104889600
4255,4,209779200
4255,1,209779200
4255,3,209779200
4255,6,217199463
4256,2,104889600
4256,1,209779200
4256,3,209779200
4256,4,209779200
4256,6,217199463
4257,2,155433600
4257,7,209335095
4257,6,209335095
4257,3,225763200
4258,2,142992000
4258,3,151200000
4258,6,204308997
4258,7,204308997
4259,2,142992000
4259,3,151200000
4259,6,204308997
4259,7,204308997
4260,10,210297600
4260,10,210297600
4260,10,210304800
4260,10,210326400
4261,2,129254400
4261,3,161049600
4261,4,225072000
4261,5,226713600
4262,2,104544000
4262,3,136944000
4262,6,209365732
4262,7,209365732
4263,1,26524800
4263,2,120787200
4263,7,219130167
4263,6,219130167
4264,1,26524800
4264,2,120787200
4264,6,219130167
4264,7,219130167
4265,1,26524800
4265,2,120787200
4265,7,219130167
4265,6,219130167
4266,1,26524800
4266,2,120787200
4266,7,219130167
4266,6,219130167
4267,1,26524800
4267,2,120787200
4267,7,219130167
4267,6,219130167
4268,1,26524800
4268,2,120787200
4268,7,219130167
4268,6,219130167
4269,1,26524800
4269,2,120787200
4269,6,219130167
4269,7,219130167
4270,1,26524800
4270,2,120787200
4270,7,219130167
4270,6,219130167
4271,1,26524800
4271,2,120787200
4271,6,219130167
4271,7,219130167
4272,1,26524800
4272,2,120787200
4272,6,219130167
4272,7,219130167
4273,1,26524800
4273,2,120787200
4273,6,219130167
4273,7,219130167
4274,1,26524800
4274,2,120787200
4274,6,219130167
4274,7,219130167
4275,1,26524800
4275,2,120787200
4275,6,219130167
4275,7,219130167
4276,1,26524800
4276,2,120787200
4276,6,219130167
4276,7,219130167
4277,1,26524800
4277,2,120787200
4277,6,219130167
4277,7,219130167
4278,1,26524800
4278,2,120787200
4278,6,219130167
4278,7,219130167
4279,1,26524800
4279,2,120787200
4279,7,219130167
4279,6,219130167
4280,1,26524800
4280,2,120787200
4280,7,219130167
4280,6,219130167
4281,1,26524800
4281,2,120787200
4281,7,219130167
4281,6,219130167
4282,1,26524800
4282,2,120787200
4282,7,219130167
4282,6,219130167
4283,1,6480000
4283,2,127526400
4283,3,136857600
4283,9,211201200
4284,2,162432000
4284,1,174096000
4284,4,216172800
4284,3,216172800
4284,5,218764800
4285,1,28944000
4285,2,154051200
4285,3,156643200
4285,6,207707898
4285,7,207707898
4286,1,28944000
4286,2,154051200
4286,3,156643200
4286,7,207707898
4286,6,207707898
4287,2,158457600
4287,3,189907200
4287,6,210982074
4287,7,210982074
4288,2,158457600
4288,3,189907200
4288,7,210982074
4288,6,210982074
4289,2,158457600
4289,3,189907200
4289,6,210982074
4289,7,210982074
4290,2,163814400
4290,3,166406400
4290,7,209384651
4290,6,209384651
4291,2,163814400
